"row ID","Date","Match Time(s)","Map","Team A Rounds","Team B Rounds","Kills","Assists","Deaths","Mvp's","Points","Result"
"Row1024","22/8/2015",1662,"Inferno",4,13,11,2,9,1,29,"Win"
"Row1025","22/8/2015",1929,"Mirage",16,7,18,5,19,2,47,"Lost"
"Row1026","19/8/2015",2408,"Mirage",9,16,9,6,21,0,27,"Lost"
"Row1027","18/8/2015",2312,"Mirage",11,16,17,4,17,4,47,"Win"
"Row1028","18/8/2015",1968,"Mirage",6,16,11,6,19,3,31,"Lost"
"Row1029","18/8/2015",1388,"Dust II",4,13,11,4,6,2,46,"Win"
"Row1030","17/8/2015",2564,"Mirage",16,12,10,8,23,2,33,"Lost"
"Row1031","16/8/2015",1970,"Cache",5,16,11,4,18,2,29,"Lost"
"Row1032","16/8/2015",1957,"Dust II",5,16,2,3,7,0,7,"Lost"
"Row1033","16/8/2015",2741,"Inferno",16,14,22,7,22,3,55,"Win"
"Row1034","16/8/2015",2625,"Mirage",15,15,29,3,22,3,70,"Tie"
"Row1035","16/8/2015",2789,"Mirage",15,15,15,5,22,1,41,"Tie"
"Row1036","15/8/2015",2326,"Mirage",12,16,15,5,18,1,39,"Lost"
"Row1037","15/8/2015",1909,"Inferno",16,6,20,5,14,3,51,"Win"
"Row1038","15/8/2015",2236,"Inferno",16,7,24,2,10,6,57,"Win"
"Row1039","14/8/2015",2650,"Mirage",13,16,24,8,20,6,60,"Win"
"Row1040","14/8/2015",2479,"Inferno",10,16,15,3,17,1,40,"Win"
"Row1041","14/8/2015",1567,"Mirage",16,2,17,3,7,1,38,"Win"
"Row1042","13/8/2015",2874,"Mirage",16,13,18,5,22,1,52,"Lost"
"Row1043","13/8/2015",1906,"Inferno",5,16,10,2,17,1,24,"Lost"
"Row1044","13/8/2015",1893,"Mirage",3,16,14,3,17,0,33,"Lost"
"Row1045","12/8/2015",2642,"Mirage",16,11,26,4,14,4,64,"Win"
"Row1046","12/8/2015",1512,"Mirage",16,2,0,1,7,0,1,"Lost"
"Row1047","12/8/2015",1589,"Inferno",16,4,13,8,8,2,38,"Win"
"Row1048","12/8/2015",2579,"Inferno",13,16,21,5,17,4,53,"Lost"
"Row1049","11/8/2015",2438,"Mirage",16,8,14,1,21,2,34,"Lost"
"Row1050","11/8/2015",2219,"Inferno",6,16,11,10,13,1,42,"Win"
"Row1051","11/8/2015",2791,"Inferno",10,16,22,6,17,5,64,"Win"
"Row1052","11/8/2015",1848,"Dust II",5,16,9,7,16,3,37,"Win"
"Row1053","11/8/2015",630,"Dust II",10,0,9,1,1,2,19,"Win"
"Row1054","11/8/2015",2151,"Mirage",9,16,14,9,18,3,41,"Lost"
"Row1055","11/8/2015",2705,"Mirage",15,15,19,6,17,2,55,"Tie"
"Row1056","11/8/2015",1288,"Mirage",2,16,9,5,6,2,35,"Win"
"Row1057","9/8/2015",2280,"Inferno",6,16,11,2,16,1,24,"Lost"
"Row1058","9/8/2015",2740,"Mirage",13,16,15,6,19,1,49,"Win"
"Row1059","9/8/2015",2073,"Mirage",16,9,21,3,15,3,56,"Win"
"Row1060","9/8/2015",1654,"Inferno",16,4,13,2,13,3,32,"Win"
"Row1061","9/8/2015",2252,"Mirage",16,10,16,7,15,2,47,"Win"
"Row1062","9/8/2015",2156,"Mirage",16,13,17,3,20,1,48,"Lost"
"Row1063","9/8/2015",2975,"Mirage",16,14,23,7,21,4,57,"Lost"
"Row1064","8/8/2015",2651,"Inferno",12,16,18,6,20,2,46,"Lost"
"Row1065","8/8/2015",1712,"Inferno",2,16,16,2,9,2,44,"Win"
"Row1066","8/8/2015",1545,"Inferno",2,16,6,4,17,1,16,"Lost"
"Row1067","8/8/2015",1876,"Mirage",16,4,10,4,20,0,26,"Lost"
"Row1068","8/8/2015",2215,"Dust II",11,16,26,5,21,4,62,"Win"
"Row1069","8/8/2015",2551,"Dust II",16,13,22,5,21,1,54,"Win"
"Row1070","8/8/2015",1695,"Inferno",16,4,16,11,7,3,44,"Win"
"Row1071","8/8/2015",1592,"Dust II",4,16,8,5,18,1,25,"Lost"
"Row1072","8/8/2015",1951,"Mirage",5,16,9,1,20,0,19,"Lost"
"Row1073","8/8/2015",2355,"Mirage",10,16,19,2,16,3,49,"Win"
"Row1074","8/8/2015",1906,"Inferno",16,4,13,7,8,0,39,"Win"
"Row1075","7/8/2015",1851,"Mirage",5,16,14,2,12,1,36,"Win"
"Row1076","7/8/2015",2427,"Inferno",16,8,23,5,11,2,53,"Win"
"Row1077","7/8/2015",2146,"Inferno",8,16,16,3,19,1,35,"Lost"
"Row1078","7/8/2015",2075,"Dust II",10,16,14,6,17,2,43,"Win"
"Row1079","7/8/2015",2576,"Inferno",16,10,27,3,13,7,69,"Win"
"Row1080","7/8/2015",2473,"Mirage",14,16,22,8,22,1,57,"Lost"
"Row1081","6/8/2015",1940,"Mirage",16,6,15,1,9,2,39,"Win"
"Row1082","6/8/2015",2267,"Inferno",16,10,13,4,15,0,30,"Win"
"Row1083","5/8/2015",2624,"Inferno",11,16,20,10,17,1,64,"Win"
"Row1084","5/8/2015",1298,"Dust II",1,16,13,4,16,0,30,"Lost"
"Row1085","5/8/2015",2254,"Mirage",11,16,21,1,18,1,50,"Lost"
"Row1086","5/8/2015",2667,"Inferno",14,16,25,6,22,3,63,"Lost"
"Row1087","5/8/2015",2654,"Dust II",16,13,20,7,22,2,54,"Lost"
"Row1088","5/8/2015",1451,"Mirage",16,1,5,1,16,1,11,"Lost"
"Row1089","5/8/2015",1465,"Dust II",16,3,7,3,18,1,24,"Lost"
"Row1090","4/8/2015",2579,"Inferno",10,16,12,6,20,0,32,"Lost"
"Row1091","4/8/2015",1875,"Overpass",16,2,17,5,8,3,51,"Win"
"Row1092","4/8/2015",2006,"Mirage",16,7,12,8,12,2,44,"Win"
"Row1093","3/8/2015",2515,"Mirage",10,16,14,2,20,2,37,"Lost"
"Row1094","1/8/2015",2642,"Mirage",16,13,18,4,19,0,45,"Win"
"Row1095","1/8/2015",1698,"Mirage",16,3,12,4,17,0,36,"Lost"
"Row1096","1/8/2015",2190,"Inferno",16,8,16,1,22,0,35,"Lost"
"Row1097","1/8/2015",2126,"Dust II",9,16,20,6,18,4,53,"Win"
"Row1098","1/8/2015",2139,"Dust II",16,9,21,4,12,2,54,"Win"
"Row1099","1/8/2015",2838,"Mirage",15,15,20,7,23,4,48,"Tie"
"Row1100","1/8/2015",2073,"Inferno",16,6,11,4,16,3,34,"Lost"
"Row1101","1/8/2015",2025,"Mirage",7,16,15,2,20,1,32,"Lost"
"Row1102","31/7/2015",2105,"Dust II",16,11,15,5,20,2,38,"Lost"
"Row1103","31/7/2015",2144,"Mirage",16,9,16,4,22,1,45,"Lost"
"Row1104","31/7/2015",2251,"Inferno",10,16,11,2,12,1,28,"Win"
"Row1105","31/7/2015",2186,"Inferno",16,8,21,4,17,4,49,"Lost"
"Row1106","31/7/2015",1872,"Mirage",6,16,16,5,11,5,51,"Win"
"Row1107","31/7/2015",2311,"Dust II",12,16,13,5,17,0,36,"Win"
"Row1108","31/7/2015",2076,"Inferno",6,16,7,6,19,1,20,"Lost"
"Row1109","30/7/2015",2131,"Mirage",8,16,1,2,8,0,4,"Lost"
"Row1110","30/7/2015",2172,"Dust II",9,16,16,2,13,2,44,"Win"
"Row1111","30/7/2015",2672,"Inferno",10,16,16,7,23,3,47,"Lost"
"Row1112","29/7/2015",2162,"Dust II",16,10,13,3,21,2,37,"Lost"
"Row1113","29/7/2015",2005,"Dust II",8,16,12,4,20,1,32,"Lost"
"Row1114","28/7/2015",2227,"Dust II",16,9,15,4,17,3,35,"Win"
"Row1115","28/7/2015",2032,"Mirage",4,16,12,7,17,2,32,"Lost"
"Row1116","28/7/2015",1904,"Dust II",16,6,18,5,12,1,47,"Win"
"Row1117","27/7/2015",1877,"Mirage",16,5,10,3,15,2,32,"Lost"
"Row1118","27/7/2015",2235,"Dust II",11,16,18,4,17,2,42,"Win"
"Row1119","26/7/2015",2031,"Dust II",9,16,16,7,18,2,42,"Win"
"Row1120","26/7/2015",2435,"Mirage",16,12,14,9,21,1,41,"Win"
"Row1121","25/7/2015",2299,"Mirage",9,16,11,4,16,2,33,"Lost"
"Row1122","25/7/2015",1619,"Dust II",16,5,8,1,19,2,26,"Lost"
"Row1123","25/7/2015",2029,"Dust II",7,16,12,3,17,1,29,"Lost"
"Row1124","24/7/2015",2845,"Dust II",16,13,15,7,22,1,42,"Win"
"Row1125","24/7/2015",2349,"Dust II",12,16,13,1,21,1,28,"Lost"
"Row1126","24/7/2015",1834,"Dust II",4,16,6,3,15,0,17,"Win"
"Row1127","23/7/2015",1819,"Dust II",16,4,10,5,12,1,30,"Win"
"Row1128","23/7/2015",1573,"Dust II",16,4,12,2,20,0,26,"Lost"
"Row1129","23/7/2015",2126,"Dust II",16,8,19,6,21,2,51,"Lost"
"Row1130","23/7/2015",2555,"Dust II",11,16,9,3,20,2,30,"Lost"
"Row1131","23/7/2015",2293,"Dust II",8,16,11,4,20,1,31,"Lost"
"Row1132","23/7/2015",1858,"Dust II",7,16,6,3,15,1,23,"Win"
